사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2024-02,6호선,2612,역촌,1,0,2113,197,4946,1950,13728,2287,15527,7241,8604,3947,5746,3185,5329,4409,5642,4956,5673,4798,5157,4962,4864,5862,4782,7905,5066,9868,4729,16024,2839,13127,1961,7447,1782,7240,1250,6340,618,4235,68,1359,0,3,0,0,0,0
2024-02,6호선,2613,불광,29,1,1289,477,3798,1342,10490,2555,12813,6372,7084,6525,5918,5308,6581,5897,7233,5893,7580,7250,8184,7234,9440,7927,10348,7910,10057,9811,9579,13839,5648,11062,4906,6379,3864,5215,2134,5306,989,3300,164,1131,1,6,0,0,0,0
2024-02,6호선,2614,독바위,0,0,2066,206,4254,724,12245,1430,11838,2773,6307,2451,4398,3100,4035,2520,4373,2975,3828,3143,3340,3346,3481,4116,3554,5104,3256,6606,2955,11057,1732,9806,1151,5849,960,4992,661,5026,304,3249,50,1106,1,2,0,0,0,0
2024-02,6호선,2615,연신내,0,0,0,0,1,0,0,0,3,0,4,0,8,0,7,0,5,0,5,0,6,0,4,0,4,0,6,0,4,0,2,0,1,0,5,0,1,0,1,0,1,0,0,0,0,0,0,0
2024-02,6호선,2616,구산,36,0,5131,176,10445,1837,26347,3706,34052,6235,18863,5921,12586,4895,12281,6697,12965,7427,11201,8119,9635,8518,9941,10490,10372,12954,9906,14947,9028,20761,5658,19353,4309,10078,3607,9251,3526,7862,1249,5006,162,1656,0,8,0,0,0,0
2024-02,6호선,2617,새절(신사),33,0,9833,551,18820,4352,47082,6039,57026,11348,29463,8479,19233,8266,17430,9502,17878,11548,17515,13603,14544,13688,14244,18739,15941,21031,15037,27400,14062,43922,8957,37738,6380,21930,5134,20090,3999,18185,1669,11364,334,4061,2,29,0,0,0,0
2024-02,6호선,2618,증산(명지대앞),23,0,6837,536,13661,3021,33806,4164,42653,8834,24681,7534,15904,6434,14186,8101,14839,9229,14042,10908,12446,11843,11745,14959,12043,18730,12475,24147,11618,38619,7263,30501,5185,18410,4329,18076,3251,15432,1475,9462,259,3134,6,19,0,0,0,0
2024-02,6호선,2619,디지털미디어시티,73,2,5646,2307,14580,10412,43144,26047,50007,62071,27456,28629,17419,11277,15163,10350,15580,12081,15322,12606,13810,13263,15203,15849,19298,20191,31235,28390,42965,45792,19041,33945,10382,21010,8136,19407,5664,18087,2817,11058,629,4381,6,58,0,1,0,0
2024-02,6호선,2620,월드컵경기장(성산),16,0,889,1050,2371,2157,6755,3669,8053,7471,4659,6302,4429,7249,5703,7905,6679,8721,7546,10398,9066,10297,10962,9150,12370,8008,10775,7698,10084,10306,5898,7855,4658,4974,4256,3491,3237,2879,1269,1520,269,451,1,3,0,0,0,0
2024-02,6호선,2621,마포구청,10,1,5561,1258,12454,5729,34251,12188,50748,32634,30725,17570,19946,12413,18858,11796,19369,15654,19448,16563,17878,15274,18291,18543,19972,19271,24463,25005,33631,39497,16362,29991,11498,19436,11183,17599,8000,16812,3489,11063,637,3089,3,32,0,0,0,0
2024-02,6호선,2622,망원,10,0,4839,781,8459,4500,22163,8740,33693,29794,22728,28948,16543,21618,17623,25812,21813,28198,22770,32445,23618,29881,25223,32844,28404,32708,32808,36277,39452,45538,27690,32853,23081,17742,21557,15190,16529,12932,7977,9152,1223,2199,15,19,0,0,0,0
2024-02,6호선,2623,합정,21,0,3022,1079,5205,5440,11289,13715,17730,38131,12615,26907,10622,17589,12275,18260,15298,19316,17024,21981,19104,19515,21723,20691,24366,23604,31670,27938,44595,40470,30300,26144,27372,13894,30996,11719,26538,10318,14658,7889,2533,2326,25,45,0,0,0,0
2024-02,6호선,2624,상수,33,0,4467,1114,6150,2857,9116,5650,12245,19138,8965,20198,6960,15772,7359,16206,9571,17827,10850,18466,12520,17961,14356,17754,17488,20713,21289,25247,27130,32094,20683,22986,18636,14848,21602,10935,21513,10467,14412,8286,2621,2680,48,39,0,0,0,0
2024-02,6호선,2625,광흥창(서강),1,0,2421,1278,6982,4718,17166,11637,24454,30798,15487,18541,12128,11537,12559,9771,13963,9967,12491,10466,12402,10369,12730,11292,13950,11831,20199,15377,27251,23184,13648,16969,8840,10707,8417,9595,5564,9354,2203,5638,313,1755,4,20,0,0,0,0
2024-02,6호선,2626,대흥(서강대앞),1,0,1916,844,4646,4099,13038,10365,19863,27719,12644,18661,9458,11661,10098,10051,13115,12467,12980,13559,11359,11125,12663,12225,14062,12989,20559,15878,23239,22379,12088,14460,9365,9126,9520,8094,8697,7709,3121,5682,359,1565,5,19,0,0,0,0
2024-02,6호선,2627,공덕,112,1,4173,1937,7858,9601,18690,33312,28402,91194,21214,43951,17979,20879,20342,19240,22094,19784,22650,19955,24330,19725,27996,19856,31457,23593,52248,28816,77173,39038,34390,25598,27124,16749,25508,15417,19657,13680,8990,9867,1176,3801,9,98,0,8,0,0
2024-02,6호선,2628,효창공원앞,11,1,2242,492,4768,3363,14676,6785,23799,19656,14230,11272,9529,7002,8566,6148,9752,6927,9779,8131,8550,8251,9242,8438,11588,10147,14272,11714,21555,18272,9241,13041,5945,8467,5177,7443,4140,6836,2034,4986,466,1843,0,20,0,0,0,0
2024-02,6호선,2629,삼각지,3,0,1241,609,2693,6057,6977,13504,12043,24969,7995,10655,6386,8311,7444,8289,8727,8541,10760,8767,10969,7839,13088,8354,15585,8359,21509,10713,25977,14844,11746,9923,10461,6308,9459,5520,7701,5808,4226,3929,596,1177,6,26,0,0,0,0
2024-02,6호선,2630,녹사평(용산구청),23,0,957,419,1596,4133,3818,6234,6227,15683,5277,8289,4019,7198,4352,6669,5256,8424,6180,8928,6463,8107,7964,9234,10262,8897,13177,11129,17789,12757,10969,8775,9345,5077,10085,4337,8690,3645,4278,2341,554,727,3,9,0,0,0,0
2024-02,6호선,2631,이태원,173,0,8458,1105,7222,7274,8057,10442,10720,23709,9339,22898,8783,17193,9823,16351,11549,18802,14157,18904,16913,18111,19229,19105,23770,22348,27756,27925,35799,31040,27115,26517,23357,19829,24083,17324,22728,15944,15102,12470,2503,4529,56,74,0,0,0,0
2024-02,6호선,2632,한강진,21,0,595,719,1418,8241,2883,19021,4852,34108,4111,26052,3166,18339,4457,19064,6256,20545,8246,26233,11621,20102,17492,20461,21551,21612,39070,21906,39998,23035,27050,11175,24760,3992,18118,3119,24778,2492,3743,1791,405,1249,5,127,0,0,0,0
2024-02,6호선,2633,버티고개,0,0,718,301,1615,1170,4668,1988,6690,4480,4170,2985,3487,2319,2770,2083,3024,2259,2830,2689,2691,2856,3169,3352,3009,3678,4067,4361,5419,6000,2762,4902,1837,3153,1388,3064,1174,2897,485,1879,97,502,0,33,0,0,0,0
2024-02,6호선,2634,약수,2,0,1040,216,1612,1920,3747,4407,6780,14271,4929,8501,4215,4940,4345,4918,4955,4627,5200,5120,5083,4666,5509,5603,6375,5353,8384,6922,12470,9122,6728,5393,4972,3074,4979,2884,4181,2386,2152,1595,384,478,6,2,0,0,0,0
2024-02,6호선,2635,청구,20,0,1683,360,2238,2274,6323,5775,9218,20049,5794,10937,4347,4151,4374,3814,4294,3941,4697,4362,4633,4416,5099,4745,6353,5056,7285,6059,12809,7509,7801,5127,4820,3470,4150,3198,3067,2961,1558,1856,303,707,3,3,0,0,0,0
2024-02,6호선,2636,신당,157,2,5405,1160,4009,6929,6109,10703,9815,30240,7991,19626,6901,12414,8779,11316,11247,11639,11291,12655,12062,11550,13746,9843,15990,11248,22975,13800,26772,18920,17032,18767,15452,9716,14567,7126,16758,7212,7216,7656,1353,2182,5,21,0,0,0,0
2024-02,6호선,2637,동묘앞,142,1,4171,736,4249,3595,8872,6641,12759,18358,10704,15673,9744,14103,12434,15545,15024,15804,15478,18169,19054,17881,22372,16201,23380,15699,23141,14303,21285,17033,12188,13017,8888,8573,6923,8211,5216,8484,2560,7162,379,2060,6,83,0,0,0,0
2024-02,6호선,2638,창신,24,7,2507,219,4308,1642,12710,2165,15098,4468,8218,3209,4917,2395,4499,2121,4301,2823,4195,3168,3682,3205,3479,3916,4274,4599,4019,5808,4288,8507,2400,7366,2182,4584,1507,4552,1039,4544,541,2765,125,906,0,5,0,0,0,0
2024-02,6호선,2639,보문,12,0,3546,918,6658,3789,18923,6720,29185,16904,16247,9610,9969,6635,9266,6384,10372,7360,11133,7870,9920,7436,9930,8940,11861,10418,13189,14326,15954,21393,8135,17071,6052,10864,5937,10703,4999,10675,2616,7552,551,2521,3,25,0,0,0,0
2024-02,6호선,2640,안암(고대병원앞),12,5,1591,1304,2904,5491,7985,13394,11466,32495,10076,31116,11079,20617,13283,15297,15980,17462,16767,19494,18726,16994,21346,14469,24782,13010,34993,15435,28027,20300,16009,15021,13825,9952,15474,9607,13888,9669,8451,6309,1375,2674,8,136,0,0,0,0
2024-02,6호선,2641,고려대(종암),19,1,2922,865,6105,4405,17760,9177,23379,21959,13437,13458,9142,8942,9422,8321,11725,8433,12866,11115,11330,9666,12539,9956,16010,11529,19773,13332,18016,19942,9042,16403,6736,10414,6101,9890,5217,10012,2376,7054,434,2224,5,68,0,1,0,0
2024-02,6호선,2642,월곡(동덕여대),3,0,5804,665,11330,3215,34166,6629,42965,22659,22092,14535,15843,10953,15014,9950,16314,12005,15884,12493,14508,13126,14614,15553,16255,19351,17790,24240,23257,36911,11128,29331,8221,17940,7147,16335,4775,15036,2400,10135,436,3135,7,38,0,0,0,0
2024-02,6호선,2643,상월곡(한국과학기술연구원),15,1,4920,524,7908,2023,19556,3257,25359,10872,13815,6706,9400,5087,8822,4631,9158,5734,8945,6430,7934,6219,7774,8140,8245,9884,8362,13376,8847,19023,5636,16313,3210,9502,5311,8950,3270,8246,1208,5424,137,1899,2,12,0,0,0,0
2024-02,6호선,2644,돌곶이,11,1,5854,1407,13221,4785,34733,5398,38748,15395,20322,11709,14069,10155,12735,8795,14167,10722,14715,10188,14511,10273,12810,13399,14026,15167,15720,19499,14297,30575,9370,25597,6124,15129,4729,13095,3635,12706,2006,7797,291,2643,2,35,0,0,0,0
2024-02,6호선,2645,석계,977,2,7487,1576,16731,4350,43328,6126,49091,11386,26262,9356,18867,8710,16744,10161,17397,12452,17402,13653,15309,14621,14242,18934,14788,23791,14923,30009,13895,48352,10410,39226,7646,22915,6710,20746,5645,18636,3426,11536,625,3861,7,40,0,0,0,0
2024-02,6호선,2646,태릉입구,23,1,4100,812,6566,2626,15917,3073,20166,7343,10808,5796,8108,4902,8078,5666,8731,6547,8399,7467,8092,8216,8109,9049,8676,11248,8629,13874,8961,21990,5726,17419,4761,10346,4095,9833,3409,8686,1796,6773,408,3194,5,50,0,0,0,0
2024-02,6호선,2647,화랑대(서울여대입구),20,0,6145,836,19428,2868,52220,5528,49389,9719,23298,7655,15818,6741,13862,6622,15250,7546,14628,9493,12160,8906,12540,11549,14065,14556,13827,20207,12075,32241,6158,28628,4635,16673,4419,15436,3213,14133,1155,9764,160,3603,1,28,0,0,0,0
2024-02,6호선,2648,봉화산(서울의료원),32,1,4861,756,13380,2346,42304,5287,35465,12558,17715,7463,13359,6097,12020,6026,12363,7842,11351,9098,9499,9350,9660,11758,10636,14119,11643,18970,11156,28373,5428,27091,4042,15938,3211,13151,2749,12877,1200,7735,150,2941,2,212,0,4,0,0
2024-02,6호선,2649,신내,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02,7호선,2711,장암,2,0,1534,176,6666,996,16649,1093,9836,1177,4014,1553,2531,1764,2066,1949,2429,2068,2464,1593,2782,1351,3068,1379,3116,1558,3214,2136,2606,3579,1498,3138,931,1924,686,950,336,903,132,542,24,241,0,4,0,0,0,0
2024-02,7호선,2712,도봉산,70,1,4990,873,15745,3890,44652,6362,35607,9600,18407,10760,11780,11513,10695,10675,10979,10859,10313,11698,9745,11314,10442,12857,10775,15173,9848,20227,9588,31423,4528,34386,3219,21245,2315,17540,2018,15240,772,10079,132,4293,3,84,0,11,0,0
2024-02,7호선,2713,수락산,90,5,8392,732,18539,4316,40249,6677,41889,14874,26188,13379,18582,13508,17840,13849,18636,15320,18825,13756,18711,14572,18531,17697,18363,21418,17698,25669,16795,36549,10339,36895,7737,22951,6187,18756,4126,16429,2078,11134,316,4055,4,23,0,0,0,0
2024-02,7호선,2714,마들,13,1,9682,1199,22543,2773,55304,5568,54071,10063,28294,9131,20554,9420,19581,10540,21118,12472,17907,13516,15433,15035,15242,17915,14395,21113,13152,26267,12176,41506,7589,42369,5591,23875,3955,20831,2792,18649,1304,12035,184,3841,5,11,0,0,0,0
2024-02,7호선,2715,노원,44,7,6724,3417,16954,8395,43738,20013,55078,50151,34909,44610,30140,33360,32464,34969,37488,38582,37813,43108,38634,41648,42109,44212,46078,47895,49941,55662,55620,73836,36940,58954,33122,32191,26949,26701,24707,22145,12534,14033,2542,4185,28,37,0,0,0,0
2024-02,7호선,2716,중계,9,1,8265,1934,21837,4122,54539,10600,56586,19670,31070,13712,22763,10855,21316,12997,22415,13221,20709,14173,17566,14415,16324,17339,17296,20272,18492,26822,16083,42129,9299,42996,7577,24828,7274,21244,5771,19448,2593,12019,458,3679,1,18,0,0,0,0
2024-02,7호선,2717,하계,59,1,7193,1605,23186,5674,60587,10861,62653,23259,35177,18208,27310,14861,25774,15416,27780,19937,25123,23008,24433,21779,26437,24036,27131,27581,28220,33713,23176,52736,13524,49658,12638,28843,9607,25258,7269,23728,2685,15792,489,5180,3,33,0,0,0,0
2024-02,7호선,2718,공릉(서울과학기술대),9,0,5430,834,12690,3319,31033,7482,37677,19240,21072,15090,16710,11911,16610,11804,17842,13748,17682,15252,16945,15217,17805,17742,18689,20905,20162,25439,20697,37407,12046,33035,10044,18706,9761,16705,8600,15604,4274,10189,670,3783,4,27,0,0,0,0
2024-02,7호선,2719,태릉입구,104,0,7073,987,7690,3605,18389,5913,23837,15153,15752,10409,12017,7988,10869,8557,12338,9459,12709,9953,12650,10344,12798,11616,13899,13589,16170,16475,17327,22755,9941,19804,7665,12546,7319,11178,6026,10902,2645,6505,457,2780,7,1034,0,1,0,0
2024-02,7호선,2720,먹골,11,3,6580,561,11812,2862,30757,5445,39486,14278,23204,9332,16625,8708,15097,9380,15589,10981,15211,11948,13575,12545,13452,15815,13708,19736,14267,23684,15519,34901,9869,30289,7153,18346,5893,15897,4580,14229,2109,9443,433,2657,0,132,0,0,0,0
2024-02,7호선,2721,중화,65,2,7751,1058,13192,5190,31259,7139,41760,18170,24400,10487,15608,8405,14400,8492,15167,10540,14444,11427,12925,12285,12822,15227,14550,18525,16324,22100,17563,33968,10353,29387,7236,18312,5857,16027,4218,15206,1864,9100,346,2909,1,72,0,0,0,0
2024-02,7호선,2722,상봉,434,15,9536,1350,17554,6162,48711,10536,65992,24882,35067,17505,21491,14914,19882,16061,22612,18350,22361,19641,21534,20241,22137,22321,25182,27921,27684,37234,30235,60023,21322,51354,17076,29381,16156,23804,12201,23718,6672,14199,1309,6683,14,70,0,0,0,0
2024-02,7호선,2723,면목,66,0,11801,746,20409,4687,48759,7419,64010,18824,35892,13284,23304,12517,19616,13319,20849,14983,20599,15819,17556,17683,17706,22664,18391,27549,18263,32664,18905,50020,14019,43883,8698,26116,6759,21898,4431,21688,2276,11976,414,4166,6,36,0,0,0,0
2024-02,7호선,2724,사가정,8,0,10449,1184,20064,5965,47117,9161,62766,21461,37660,15027,24935,14314,21875,15122,23102,16520,21953,17794,20172,19770,19980,25572,20866,29860,23158,38033,22989,57688,16589,47128,11875,28170,10064,25663,7635,21169,4126,12039,705,4156,7,41,0,0,0,0
2024-02,7호선,2725,용마산(용마폭포공원),1,0,4251,510,9531,1828,20658,3325,25591,7483,14927,5503,9233,5048,8033,4686,7840,5671,7706,6178,6693,6739,6223,8585,7303,9929,6925,12641,6878,19658,4609,16837,2788,10311,2248,9914,1737,8714,907,5610,175,1978,1,15,0,0,0,0
2024-02,7호선,2726,중곡,5,0,5362,508,11621,3938,27160,12248,39885,27608,25871,13904,15990,9112,15392,8659,15177,10523,14116,11309,13320,12095,13364,14711,15742,16622,19205,20980,22460,30923,11644,26228,7781,16183,6338,14699,4515,12808,1725,7906,293,2654,5,18,0,0,0,0
2024-02,7호선,2727,군자(능동),35,0,7955,786,12861,5321,32540,8684,52095,25100,35745,16353,20580,11212,17721,11426,19076,12119,19610,13400,18592,14717,19084,17616,21011,20556,25722,26909,32381,39291,19494,31659,16495,19401,15889,17210,12433,14865,6744,9038,1230,3087,8,53,0,3,0,0
2024-02,7호선,2728,어린이대공원(세종대),7,2,2919,717,6560,5926,17058,13515,28672,39479,21686,28905,13965,20468,13622,17296,16195,19364,17136,21011,17976,18740,21429,17223,26552,17803,35126,20700,36725,28532,18951,22241,14298,14394,14854,13258,13972,13006,7262,9432,1344,2891,4,26,0,0,0,0
2024-02,7호선,2729,건대입구,47,0,3565,1045,4452,7306,11583,17223,17110,30320,14452,25702,12783,21383,14697,20019,16065,22066,17690,24118,20072,22754,25380,22241,27943,22374,36399,27850,32565,36616,22979,23638,24229,13648,20121,11447,17137,9219,8614,5801,1396,2980,5,186,0,13,0,0
2024-02,7호선,2730,뚝섬유원지,5,0,4397,504,8249,3236,18344,6357,28282,12360,20091,8644,11674,7476,10221,8181,10902,9964,11270,11339,10802,13050,12314,14338,13775,15213,14713,18720,15018,26473,9786,19592,8281,12615,7405,11889,5504,10481,2533,5435,386,1639,1,13,0,1,0,0
2024-02,7호선,2731,청담,18,1,2194,4028,5681,27323,9322,53341,12991,128367,11578,85417,11233,32945,14322,21127,17655,21274,18103,21236,22595,18677,29617,16895,38229,16877,62123,17974,98248,18540,48961,12616,27745,8655,25167,8078,17933,5973,4856,3551,801,2191,1,10,0,0,0,0
2024-02,7호선,2732,강남구청,13,1,1584,1482,3443,14160,6121,30257,8584,93070,7847,93965,8408,38336,10886,22386,13253,19806,16000,21716,19886,17659,24855,15799,29944,15655,46385,17498,79581,19151,48967,11829,30051,8164,28665,6077,20030,5117,8488,3521,1500,1756,10,9,0,0,0,0
2024-02,7호선,2733,학동,6,1,1694,1372,4304,22149,7595,50190,10387,159872,10239,127886,10447,52549,13485,27260,18031,22231,20820,25989,26256,22050,34053,18437,43547,17712,77590,18716,144354,19423,71037,12190,37084,7683,31528,6740,22462,5025,8551,3310,1396,1109,1,10,0,0,0,0
2024-02,7호선,2734,논현,20,0,2517,1019,3908,14149,7533,37315,11724,94574,10816,79710,10486,32623,12115,21395,14229,20116,16305,21724,20396,20496,25304,19135,30799,20701,55290,24773,87555,30635,47733,17917,32328,10423,33093,8682,30283,6489,15815,4755,2781,2224,6,29,0,0,0,0
2024-02,7호선,2735,반포,1,0,754,1070,2316,12278,6694,10250,9748,16424,7363,15418,5702,9848,5864,10078,7438,9239,8129,8984,9178,8246,11430,7819,17863,8076,17630,8746,16699,10736,11459,6888,8783,4351,9040,3873,6166,3854,1980,2187,282,629,1,4,0,0,0,0
2024-02,7호선,2736,고속터미널,25,9,1136,2350,3114,19235,10367,34015,17680,44827,24770,34520,25355,28124,27127,27159,29696,25632,29823,28165,32093,24781,38846,20902,42375,20883,55045,21646,49242,23484,33392,15508,34713,9532,30701,8914,23977,5676,7123,3180,856,706,23,17,0,0,0,0
2024-02,7호선,2737,내방,6,0,1964,1734,6711,11337,15898,22951,24237,75089,19240,41553,14778,19454,15235,14496,16309,15327,18481,16458,18898,15794,20230,16411,24819,17037,39476,22063,63138,28735,24756,19468,17884,12209,15754,10478,11098,8936,3696,5519,638,2451,2,130,0,0,0,0
2024-02,7호선,2738,이수,35,1,4117,1467,8563,10278,23499,12435,38507,37222,26712,25590,18604,19078,18162,19248,20640,19115,22158,21210,22253,21717,24129,23611,27770,27130,32360,36734,40309,51980,24673,34919,22886,18849,24617,15696,22105,13377,11668,8185,1784,2649,7,41,0,0,0,0
2024-02,7호선,2739,남성,8,0,5425,826,12113,3459,33028,5503,50175,12368,31474,11269,18993,9967,16692,10176,16737,11023,16963,12335,15015,13206,13780,16788,13679,19917,13865,24986,13930,39211,8269,29654,7275,19133,6332,16629,4514,15058,2108,9064,363,2987,1,20,0,0,0,0
2024-02,7호선,2740,숭실대입구(살피재),9,0,5351,796,11016,3211,31222,5296,44455,12399,29230,17299,18665,12158,16720,12155,17180,14001,17782,15628,15910,16088,16202,18474,17061,21184,20678,27348,16584,40933,9766,31160,8670,20155,8215,18553,6882,17700,3847,11662,716,3796,1,22,0,0,0,0
2024-02,7호선,2741,상도,0,0,4874,1229,10345,3745,28525,6460,40022,15291,26938,13436,16769,11361,15176,10040,16143,12343,15791,13540,14329,13456,15130,16182,16192,18352,18164,23245,17496,36980,10151,26742,8483,17451,7603,15970,6496,14628,3419,9954,665,2805,2,28,0,0,0,0
2024-02,7호선,2742,장승배기,2,0,5342,1364,9433,6106,23315,6791,34874,14786,22914,10665,14447,8830,13074,9692,13407,10551,13492,11389,12576,11497,12506,13832,14420,15463,13720,19038,14553,28759,7760,21487,6200,13514,5607,12433,4088,11134,1737,7292,408,2441,4,7,0,0,0,0
2024-02,7호선,2743,신대방삼거리,25,0,8259,546,16364,4197,44740,6685,67844,16565,38302,14946,22588,12855,20137,12797,21476,14690,19804,16116,17830,17847,17578,20663,18539,24511,18564,32678,20516,55420,11389,40931,9794,25786,8404,23091,6437,19773,3198,12701,657,4759,5,10,0,0,0,0
2024-02,7호선,2744,보라매,8,0,3494,638,5941,2690,14809,7177,22109,18230,13715,8875,8610,7121,8210,7478,9065,8153,9424,8287,9083,8345,9534,9107,9894,10887,12634,14766,16632,21956,7547,16113,6326,10017,5594,9249,4516,8177,1906,5058,277,1977,2,10,0,0,0,0
2024-02,7호선,2745,신풍,218,2,11265,1758,13357,5801,33829,9558,42799,17599,25539,11587,16080,9661,14735,9936,15697,10868,14771,11425,13151,11910,13736,15308,15667,18680,16339,24562,16864,35387,9972,26074,6982,16294,5894,15243,4404,13330,1978,7578,353,2684,4,301,0,0,0,0
2024-02,7호선,2746,대림(구로구청),31,1,9942,662,7693,3074,13020,6509,19847,16864,15426,13800,12655,17248,13322,20491,15154,17342,16753,16725,18185,15731,18155,16644,18235,18887,19681,22710,19685,22632,13323,15383,10369,10933,8361,12268,6778,9577,3440,4936,441,1266,5,13,0,1,0,0
2024-02,7호선,2747,남구로,144,3,15437,1369,13740,7333,24397,29114,30067,84825,22055,41368,15379,18553,14371,14748,16023,13861,16012,15325,14891,13845,16951,16616,20567,21955,41267,27359,65324,28700,28588,20795,15512,14433,11195,15193,7213,13389,3378,7167,476,1865,3,15,0,0,0,0
2024-02,7호선,2748,가산디지털단지,588,4,6152,4642,9067,25757,20967,127907,24687,357606,18029,201777,17158,58714,21992,33194,28887,31995,33903,34319,42239,29609,55462,26667,76666,25348,195607,27306,278934,32127,112618,23430,64306,14238,47831,11896,26515,10577,11315,7525,1431,2614,4,18,0,0,0,0
2024-02,7호선,2749,철산,15,1,8912,4744,26968,11072,74575,13917,75257,28315,42812,23920,29141,18816,26519,18823,29843,20850,27045,23161,25186,24162,25844,28644,30561,35043,31863,51266,33657,80816,19239,63665,16586,36696,15903,31736,13936,28617,6732,17411,1247,5051,24,29,0,0,0,0
2024-02,7호선,2750,광명사거리,124,1,16641,4355,25083,10305,66011,13333,74000,21180,38961,19510,27732,21698,26225,25476,29492,27162,29925,29936,29000,30650,30202,34734,33267,37682,32668,48100,30248,68532,20190,54360,14413,31256,10893,25929,8285,21840,3797,13877,677,4002,9,62,0,0,0,0
2024-02,7호선,2751,천왕,17,0,7371,823,16079,5138,45040,7075,52711,12082,28831,7889,18138,6685,14829,8064,15105,10246,14239,11277,12277,12114,11824,15515,12860,19560,12972,27007,13421,40752,6616,34072,5104,19960,3841,16620,2869,14578,1189,9276,239,2532,1,230,0,0,0,0
2024-02,7호선,2752,온수(성공회대입구),104,2,7355,650,15915,2868,38743,6589,45844,12475,20771,6739,12177,5893,10635,5544,11579,7057,10421,7701,8913,8708,8349,10675,9443,13395,11126,19424,11482,33935,5424,26058,4107,16229,3931,13131,2551,11990,1476,7842,260,4130,3,893,0,0,0,0
2024-02,7호선,2753,까치울,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02,8호선,2811,암사,37,1,13727,783,24881,3977,70666,7601,95157,17087,46917,12877,27324,10792,24677,12914,25490,15939,23021,17893,20072,19454,19834,25448,20163,30556,20543,40948,20321,65068,12709,52813,9922,31181,7452,26320,4803,26802,2018,14319,454,3953,5,698,0,0,0,0
2024-02,8호선,2812,천호(풍납토성),54,0,8737,1643,14410,10844,36667,12701,53086,26399,30167,21793,19206,17138,18679,18775,19689,20533,20211,23198,20441,24430,22168,28373,25827,31152,28279,42225,30365,63314,19421,44892,16548,26848,12472,22834,9323,19594,4660,11144,958,3953,5,205,0,0,0,0
2024-02,8호선,2813,강동구청,11,0,4609,789,10194,5302,26865,13097,37567,30624,21962,13624,14836,9802,13560,9860,13962,10706,14170,12738,13420,12563,13884,15150,15821,17344,18659,21451,25271,33936,10521,24350,7411,15927,6730,14459,4519,12675,1887,7034,413,2249,4,19,0,0,0,0
2024-02,8호선,2814,몽촌토성(평화의문),2,0,1376,2188,3814,7099,11261,8682,17974,25784,10875,12794,7630,8389,7199,7563,8146,7709,8187,7940,8594,7164,9914,8114,14087,9610,15898,12037,21556,16683,8936,13529,7269,7507,7337,7548,5272,6466,2573,3759,475,1305,8,12,0,0,0,0
2024-02,8호선,2815,잠실(송파구청),6,0,1392,2485,4042,9797,8003,29265,11726,75724,9424,46399,9287,33833,12892,34503,15405,34238,19569,34137,24741,32649,33906,31984,39265,32329,49070,36838,68094,42878,42132,22406,39652,13061,37590,9012,26687,6592,9680,3971,1655,1593,18,112,0,9,0,0
2024-02,8호선,2816,석촌,1,0,2142,664,5076,3703,13835,7285,22623,19236,12650,18541,9744,12219,10062,12912,11418,13940,11720,14317,11916,14229,13067,14863,13681,16463,16867,21385,19140,29190,11487,19157,10340,12125,10773,9473,8776,8493,3542,5284,573,2235,2,45,0,3,0,0
2024-02,8호선,2817,송파,2,0,2906,619,8442,5933,26596,7710,33197,17130,19857,10451,14768,8555,14069,8241,14535,9717,13867,11267,12451,12466,13636,14499,13909,16775,15045,20933,16794,29460,9622,23322,6504,13959,5081,13117,4476,11974,1698,6563,289,1970,1,183,0,2,0,0
2024-02,8호선,2818,가락시장,189,2,3260,2353,4819,6452,9590,13292,12801,35721,10010,15533,9377,11392,10301,11104,11033,11162,11112,11732,12820,11768,14751,12087,14591,13897,18526,15294,25523,19684,11761,14319,10688,9188,10671,8291,8431,6373,3903,4052,900,2209,13,407,0,0,0,0
